"m","p","o"
"http://dbpedia.org/resource/JJ_Jia","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/JJ_Jia","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Hong_Kong_film_actors"
"http://dbpedia.org/resource/JJ_Jia","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Hong_Kong_television_actors"
"http://dbpedia.org/resource/JJ_Jia","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/JJ_Jia","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_with_acquired_residency_of_Hong_Kong"
"http://dbpedia.org/resource/James_Marburg","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Terang,_Victoria"
"http://dbpedia.org/resource/James_Marburg","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Rowers_at_the_2008_Summer_Olympics"
"http://dbpedia.org/resource/James_Marburg","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Olympic_silver_medalists_for_Australia"
"http://dbpedia.org/resource/James_Marburg","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/James_Marburg","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/James_Marburg","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Australian_rowers"
"http://dbpedia.org/resource/James_Marburg","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Olympic_medalists_in_rowing"
"http://dbpedia.org/resource/James_Marburg","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Olympic_rowers_of_Australia"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Cork_(city)"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://dbpedia.org/ontology/sport","http://dbpedia.org/resource/Gaelic_football"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Nemo_Rangers_GAA"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Munster_Gaelic_footballers"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Cork_Gaelic_footballers"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Nemo_Rangers_hurlers"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Nemo_Rangers_Gaelic_footballers"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Cork_hurlers"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/James_Masters_(Gaelic_footballer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_County_Cork"
"http://dbpedia.org/resource/Jamie_Dornan","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Belfast"
"http://dbpedia.org/resource/Jamie_Dornan","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Northern_Ireland"
"http://dbpedia.org/resource/Jamie_Dornan","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Jamie_Dornan__1"
"http://dbpedia.org/resource/Jamie_Dornan","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Jamie_Dornan__2"
"http://dbpedia.org/resource/Jamie_Dornan","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Jamie_Dornan__3"
"http://dbpedia.org/resource/Jamie_Dornan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Belfast"
"http://dbpedia.org/resource/Jamie_Dornan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Male_models_from_Northern_Ireland"
"http://dbpedia.org/resource/Jamie_Dornan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Film_actors_from_Northern_Ireland"
"http://dbpedia.org/resource/Jamie_Dornan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Jamie_Dornan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Jamie_Dornan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Male_singers_from_Northern_Ireland"
"http://dbpedia.org/resource/Jamie_Dornan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Musicians_from_Northern_Ireland"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Caretaker_(band)"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Reuben_(band)"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Caretaker_(band)"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Reuben_(band)"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/United_Kingdom"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Surrey"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Bass_guitar"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Drum_kit"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Guitar"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Piano"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Singing"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Musician"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Singing"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Songwriter"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Guitarist"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Illustrator"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Hideous_Records"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Alternative_rock"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Post-hardcore"
"http://dbpedia.org/resource/Jamie_Lenman","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Alternative_metal"
"http://dbpedia.org/resource/Jamie_Lenman","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Jamie_Lenman","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Jaros%C5%82aw_Hampel","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/%C5%81%C3%B3d%C5%BA"
"http://dbpedia.org/resource/Jaros%C5%82aw_Hampel","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Poland"
"http://dbpedia.org/resource/Jaros%C5%82aw_Hampel","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Jaros%C5%82aw_Hampel__1"
"http://dbpedia.org/resource/Jaros%C5%82aw_Hampel","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Motorcycle_speedway"
"http://dbpedia.org/resource/Jaros%C5%82aw_Hampel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Polish_speedway_riders"
"http://dbpedia.org/resource/Jaros%C5%82aw_Hampel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Speedway_World_Cup_winners"
"http://dbpedia.org/resource/Jaros%C5%82aw_Hampel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Ipswich_Witches_riders"
"http://dbpedia.org/resource/Jaros%C5%82aw_Hampel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Jaros%C5%82aw_Hampel","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Jaruvan_Maintaka","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Bangkok"
"http://dbpedia.org/resource/Jaruvan_Maintaka","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Thailand"
"http://dbpedia.org/resource/Jaruvan_Maintaka","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Jaruvan_Maintaka__1"
"http://dbpedia.org/resource/Jaruvan_Maintaka","http://dbpedia.org/ontology/religion","http://dbpedia.org/resource/Protestantism"
"http://dbpedia.org/resource/Jaruvan_Maintaka","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Chulalongkorn_University_alumni"
"http://dbpedia.org/resource/Jaruvan_Maintaka","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_people"
"http://dbpedia.org/resource/Jaruvan_Maintaka","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1945_births"
"http://dbpedia.org/resource/Jaruvan_Maintaka","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Jaruvan_Maintaka","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_Christians"
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Ghana"
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Ashanti_Region"
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Obuasi"
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/U.S._Cremonese"
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Olympique_Lyonnais"
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Sunderland_A.F.C."
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Bologna_F.C._1909"
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Stade_Rennais_F.C."
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/A.C._ChievoVerona"
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Genoa_C.F.C."
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Ghana_national_football_team"
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Modena_F.C."
"http://dbpedia.org/resource/John_Mensah","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/AC_Bellinzona"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Ghanaian_expatriate_footballers"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Stade_Rennais_F.C._players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Obuasi"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Expatriate_footballers_in_England"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Expatriate_footballers_in_France"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Expatriate_footballers_in_Italy"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Footballers_at_the_2004_Summer_Olympics"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Olympique_Lyonnais_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Sunderland_A.F.C._players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:2012_Africa_Cup_of_Nations_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:2002_African_Cup_of_Nations_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:AC_Bellinzona_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Ghanaian_expatriates_in_Switzerland"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:2008_Africa_Cup_of_Nations_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Ghana_international_footballers"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Ghanaian_expatriates_in_Italy"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Olympic_footballers_of_Ghana"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:2006_Africa_Cup_of_Nations_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Expatriate_footballers_in_Switzerland"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:A.C._ChievoVerona_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Genoa_C.F.C._players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Modena_F.C._players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Premier_League_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:U.S._Cremonese_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:2010_FIFA_World_Cup_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Ghanaian_footballers"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
